color_name,hex,R,G,B,color_class
Bright Lavender,#bd91ec,189,145,236,Pink
Dark Tan,#9b9156,155,145,86,Yellow
Pastel Green,#65e149,101,225,73,Green
Café Noir,#54340c,84,52,12,Brown
Tiffany Blue,#0ad0b9,10,208,185,Blue
Majorelle Blue,#6739e5,103,57,229,Blue
Medium Turquoise,#51eedd,81,238,221,Blue
Avocado,#419c04,65,156,4,Green
Jazzberry Jam,#a7086c,167,8,108,Pink
International Orange (Engineering),#c01c02,192,28,2,Red
Raspberry Rose,#be4c68,190,76,104,Pink
Dark Slate Blue,#3b4b92,59,75,146,Blue
Blue (Munsell),#128dad,18,141,173,Blue
Inchworm,#9af45d,154,244,93,Yellow
Mulberry,#c84ba8,200,75,168,Pink
Bulgarian Rose,#4c1a04,76,26,4,Brown
Veronica,#821def,130,29,239,Purple
Cerise Pink,#ec3077,236,48,119,Pink
Medium Aquamarine,#4bf29a,75,242,154,Green
International Orange (Golden Gate Bridge),#bb2a31,187,42,49,Red
Powder Blue (Web),#b2eade,178,234,222,Blue
Smoky Black,#042308,4,35,8,Green
Baby Blue Eyes,#9cb2f1,156,178,241,Blue
Blue-Violet,#7929d5,121,41,213,Purple
Iris,#5536d4,85,54,212,Blue
Palatinate Blue,#1e0de1,30,13,225,Blue
Purple (Html/Css),#6f028e,111,2,142,Purple
Medium Turquoise,#50f4ba,80,244,186,Green
Neon Green,#4eec1c,78,236,28,Green
Deep Lilac,#9c54c2,156,84,194,Pink
Dark Violet,#9702dd,151,2,221,Purple
Caput Mortuum,#4e212d,78,33,45,Brown
Fluorescent Pink,#fc1189,252,17,137,Pink
Deep Cerise,#dc367e,220,54,126,Pink
Folly,#f50a53,245,10,83,Red
Jazzberry Jam,#870d5e,135,13,94,Pink
Deep Lilac,#964fb0,150,79,176,Purple
Cadet Grey,#93b2a6,147,178,166,Green
French Raspberry,#ca354e,202,53,78,Red
Sea Green,#359b64,53,155,100,Green
Bright Cerulean,#23afdd,35,175,221,Blue
Medium Aquamarine,#4cde9f,76,222,159,Green
Yellow-Green,#a5e228,165,226,40,Yellow
Orchid,#d97ad1,217,122,209,Pink
Medium Spring Green,#13f98c,19,249,140,Green
Vivid Tangerine,#fc9a83,252,154,131,Orange
Celadon,#aefeb9,174,254,185,Green
Deep Lilac,#9947b2,153,71,178,Purple
Hansa Yellow,#e7d65f,231,214,95,Yellow
Azure,#017afb,1,122,251,Blue
Rich Lavender,#aa61cd,170,97,205,Purple
Tea Green,#cceab3,204,234,179,Yellow
Medium Turquoise,#42b8f0,66,184,240,Blue
Han Purple,#5b06f4,91,6,244,Blue
Chocolate (Traditional),#634100,99,65,0,Brown
Deep Magenta,#be0dd8,190,13,216,Pink
Medium Slate Blue,#7b77df,123,119,223,Blue
Sea Green,#249a62,36,154,98,Green
Rose Madder,#eb1d3f,235,29,63,Red
Violet-Blue,#4317b6,67,23,182,Blue
Dark Lavender,#6e4e90,110,78,144,Purple
Meat Brown,#dfca3c,223,202,60,Yellow
Blizzard Blue,#b1e7ee,177,231,238,Blue
Candy Apple Red,#f80e0e,248,14,14,Red
Timberwolf,#d8dfcf,216,223,207,White
Medium Turquoise,#48d4bd,72,212,189,Blue
Fern Green,#4d824c,77,130,76,Green
Indigo (Web),#580972,88,9,114,Purple
Spiro Disco Ball,#15cfe6,21,207,230,Blue
Bright Cerulean,#25b6e9,37,182,233,Blue
Taupe,#493c38,73,60,56,Brown
Olive Drab (Web) (Olive Drab #3),#75903a,117,144,58,Green
Rajah,#f8b65b,248,182,91,Yellow
Blue-Violet,#681fdf,104,31,223,Blue
Hunter Green,#346a20,52,106,32,Green
Persian Rose,#e027a1,224,39,161,Pink
Light Sky Blue,#89befd,137,190,253,Blue
Phthalo Green,#093337,9,51,55,Green
Ultramarine Blue,#4152f4,65,82,244,Blue
Camouflage Green,#759264,117,146,100,Green
Rose Madder,#e02d37,224,45,55,Red
Amaranth,#e81a53,232,26,83,Red
Olive Drab (Web) (Olive Drab #3),#6aa507,106,165,7,Green
Byzantine,#b11ba8,177,27,168,Pink
Otter Brown,#633621,99,54,33,Brown
Little Boy Blue,#749edc,116,158,220,Blue
Vivid Cerise,#d816a1,216,22,161,Pink
Light Crimson,#ed6190,237,97,144,Pink
Persimmon,#e96401,233,100,1,Orange
Medium Slate Blue,#7176f4,113,118,244,Blue
Ultramarine Blue,#2458f5,36,88,245,Blue
Tyrian Purple,#740340,116,3,64,Pink
Dark Orchid,#9d3abc,157,58,188,Purple
Ucla Gold,#f0b302,240,179,2,Yellow
Medium Spring Green,#1dfb8c,29,251,140,Green
Royal Blue (Traditional),#031b62,3,27,98,Blue
Pastel Gray,#dbcbbe,219,203,190,White
Payne'S Grey,#505a7f,80,90,127,Blue
Rose Taupe,#8d5553,141,85,83,Brown
Bright Turquoise,#28e0ee,40,224,238,Blue
Peru,#d3884d,211,136,77,Orange
Hunter Green,#3a6f3e,58,111,62,Green
Pearly Purple,#bc638c,188,99,140,Pink
Ufo Green,#33d77c,51,215,124,Green
United Nations Blue,#50abe7,80,171,231,Blue
Sea Green,#2caa4b,44,170,75,Green
Lime Green,#41c448,65,196,72,Green
Feldgrau,#455d63,69,93,99,Grey
Raspberry,#ef1050,239,16,80,Red
Spring Green,#03e172,3,225,114,Green
Lime Green,#38d20b,56,210,11,Green
Bright Lavender,#bdb0f3,189,176,243,Purple
Dark Pastel Purple,#9772d5,151,114,213,Purple
Kelly Green,#3ea30a,62,163,10,Green
Blue (Crayola),#2272e0,34,114,224,Blue
Aquamarine,#6cf5d5,108,245,213,Green
Midnight Green (Eagle Green),#0e4b5d,14,75,93,Blue
Firebrick,#a1221a,161,34,26,Red
Lapis Lazuli,#1e69a8,30,105,168,Blue
Gray-Asparagus,#4c5a34,76,90,52,Green
Kelly Green,#53c314,83,195,20,Green
International Orange (Engineering),#cd1a07,205,26,7,Red
Fandango,#b22c97,178,44,151,Pink
Ultramarine,#2c04ac,44,4,172,Blue
Mint Green,#9ffe82,159,254,130,Green
Bright Turquoise,#16e2e0,22,226,224,Blue
Brandeis Blue,#0476fe,4,118,254,Blue
Smokey Topaz,#98402b,152,64,43,Brown
University Of California Gold,#af9027,175,144,39,Yellow
Napier Green,#2ab202,42,178,2,Green
Goldenrod,#d9a12d,217,161,45,Yellow
Sky Magenta,#d271ad,210,113,173,Pink
Tiffany Blue,#05b1c6,5,177,198,Blue
Dollar Bill,#8cb44e,140,180,78,Green
Turquoise,#1be7b5,27,231,181,Green
Cadet Blue,#63aaa8,99,170,168,Blue
Magenta (Dye),#9b2378,155,35,120,Purple
Blue (Pigment),#3e319e,62,49,158,Blue
Sky Blue,#8befe8,139,239,232,Green
Majorelle Blue,#8251de,130,81,222,Purple
Yale Blue,#143e8f,20,62,143,Blue
Mauvelous,#f696aa,246,150,170,Pink
Verdigris,#42c1b8,66,193,184,Blue
Malachite,#2ff64f,47,246,79,Green
Spring Bud,#adfd0b,173,253,11,Green
Limerick,#92e00c,146,224,12,Green
French Raspberry,#c83155,200,49,85,Red
Paris Green,#50d749,80,215,73,Green
Lawn Green,#76f123,118,241,35,Green
Pale Goldenrod,#e9faac,233,250,172,Yellow
Chinese Red,#af4020,175,64,32,Red
Saddle Brown,#913f1e,145,63,30,Brown
Army Green,#4f4520,79,69,32,Brown
Deep Saffron,#f89234,248,146,52,Orange
Caput Mortuum,#572d2d,87,45,45,Brown
Magenta,#fa0ef9,250,14,249,Pink
Screamin' Green,#7ef27e,126,242,126,Green
Royal Fuchsia,#d927a4,217,39,164,Pink
True Blue,#1271df,18,113,223,Blue
Violet (Ryb),#8c0fc0,140,15,192,Purple
Persian Blue,#272aca,39,42,202,Blue
Boysenberry,#8f2871,143,40,113,Purple
Persian Pink,#f781c0,247,129,192,Pink
Ucla Blue,#505192,80,81,146,Blue
Licorice,#23093d,35,9,61,Blue
Amaranth,#f4244c,244,36,76,Red
Purple (Munsell),#ab03c4,171,3,196,Purple
Tyrian Purple,#61173b,97,23,59,Brown
Violet (Web),#ee64f0,238,100,240,Pink
Dark Violet,#ad0dd3,173,13,211,Purple
Plum (Traditional),#85467b,133,70,123,Purple
Pastel Green,#64e44d,100,228,77,Green
Cadet,#4e6870,78,104,112,Grey
Ochre,#c87612,200,118,18,Orange
Wisteria,#ca8ddd,202,141,221,Pink
Paris Green,#5dc078,93,192,120,Green
Citrine,#e4c706,228,199,6,Yellow
Android Green,#b6cf3e,182,207,62,Green
Tea Green,#d3f99f,211,249,159,Yellow
Ultramarine Blue,#537df7,83,125,247,Blue
Veronica,#a924d8,169,36,216,Purple
Gainsboro,#e5dddb,229,221,219,White
Lawn Green,#85eb15,133,235,21,Green
Pale Aqua,#b9cae3,185,202,227,Grey
Dark Tan,#78824d,120,130,77,Green
Fuchsia (Crayola),#c94bc3,201,75,195,Pink
Sandy Taupe,#8f7c2a,143,124,42,Green
Cerulean Blue,#4951be,73,81,190,Blue
Dark Jungle Green,#2f2021,47,32,33,Brown
Almond,#e7ded5,231,222,213,White
Firebrick,#af2617,175,38,23,Red
Royal Blue (Web),#3261df,50,97,223,Blue
Veronica,#a442f4,164,66,244,Purple
Debian Red,#c00b51,192,11,81,Pink
Ucla Blue,#5371a4,83,113,164,Blue
Pale Lavender,#e5caf5,229,202,245,Purple
Flavescent,#f2f58e,242,245,142,Yellow
Dark Jungle Green,#061322,6,19,34,Black
Pearly Purple,#9d649d,157,100,157,Purple
Green (Ryb),#6ca555,108,165,85,Green
Vivid Burgundy,#9c1a2c,156,26,44,Red
University Of California Gold,#bc9628,188,150,40,Yellow
Pale Gold,#dac79c,218,199,156,Yellow
United Nations Blue,#55a0e8,85,160,232,Blue
Tenné (Tawny),#db5c01,219,92,1,Orange
Caput Mortuum,#571c25,87,28,37,Brown
Jazzberry Jam,#9c0f5d,156,15,93,Pink
Han Purple,#422dfe,66,45,254,Blue
Sienna,#8c221b,140,34,27,Brown
Sap Green,#647e28,100,126,40,Green
Urobilin,#e69e28,230,158,40,Yellow
Urobilin,#d8af24,216,175,36,Yellow
Cadet Blue,#63b08e,99,176,142,Green
Phthalo Green,#1b2f24,27,47,36,Green
Coffee,#675e3b,103,94,59,Brown
Msu Green,#164045,22,64,69,Blue
Rich Lilac,#be6bc5,190,107,197,Pink
Payne'S Grey,#604c77,96,76,119,Purple
Persian Green,#15a48f,21,164,143,Green
Turquoise,#31c7ca,49,199,202,Blue
Rich Black,#053c37,5,60,55,Green
Cadmium Orange,#f17831,241,120,49,Orange
Utah Crimson,#d00d43,208,13,67,Red
Mountbatten Pink,#9e6f8d,158,111,141,Purple
Limerick,#b3bb18,179,187,24,Yellow
Blue (Ryb),#092ef8,9,46,248,Blue
Blue (Ryb),#0e4cf2,14,76,242,Blue
Han Blue,#5679d8,86,121,216,Blue
Blue-Violet,#8324fa,131,36,250,Purple
Imperial Blue,#1e2498,30,36,152,Blue
Myrtle,#285c1d,40,92,29,Green
Raspberry,#f00966,240,9,102,Pink
Mountbatten Pink,#8e738d,142,115,141,Purple
Pansy Purple,#89024c,137,2,76,Purple
Golden Yellow,#f8e100,248,225,0,Yellow
Mordant Red 19,#bc0d03,188,13,3,Red
Medium Spring Bud,#c1f783,193,247,131,Yellow
Palatinate Blue,#1f2bf1,31,43,241,Blue
Cg Blue,#0478a5,4,120,165,Blue
Persimmon,#de500a,222,80,10,Orange
Black Olive,#393a35,57,58,53,Grey
Usafa Blue,#064798,6,71,152,Blue
Gold (Metallic),#cdb12c,205,177,44,Yellow
Royal Purple,#843da1,132,61,161,Purple
Purple Heart,#5c38a2,92,56,162,Purple
Topaz,#ebc57d,235,197,125,Yellow
Pale Copper,#e49966,228,153,102,Orange
Ebony,#575c49,87,92,73,Grey
Razzle Dazzle Rose,#ef31c1,239,49,193,Pink
Medium Sea Green,#37b063,55,176,99,Green
Psychedelic Purple,#da24f0,218,36,240,Pink
Limerick,#8cc70f,140,199,15,Green
Wisteria,#d395db,211,149,219,Pink
Pale Silver,#cbc0c8,203,192,200,Grey
Plum (Traditional),#7b4289,123,66,137,Purple
Pastel Gray,#d9c8c1,217,200,193,Grey
Rosy Brown,#c292a3,194,146,163,Pink
Dark Gray,#aba89f,171,168,159,Grey
Pearl Aqua,#8fbebd,143,190,189,Blue
Persian Red,#c63130,198,49,48,Red
Coral Red,#fc3f4a,252,63,74,Red
Kenyan Copper,#6d2a03,109,42,3,Brown
Palatinate Blue,#0831e2,8,49,226,Blue
Persian Rose,#f72792,247,39,146,Pink
Lust,#ee200a,238,32,10,Orange
Raspberry,#e70564,231,5,100,Pink
Verdigris,#40d8ad,64,216,173,Green
Lapis Lazuli,#30619e,48,97,158,Blue
Maya Blue,#59c4ea,89,196,234,Blue
Blizzard Blue,#b1e6f9,177,230,249,Blue
Dark Cerulean,#0e4281,14,66,129,Blue
Glaucous,#6179b4,97,121,180,Blue
Blue,#0713f8,7,19,248,Blue
Twilight Lavender,#964c71,150,76,113,Purple
Lime Green,#35ca37,53,202,55,Green
Neon Green,#37fc2c,55,252,44,Green
Psychedelic Purple,#e501ec,229,1,236,Pink
Robin Egg Blue,#0ccdc7,12,205,199,Blue
Dark Yellow,#978e0a,151,142,10,Green
Dark Slate Blue,#4d5686,77,86,134,Blue
Twilight Lavender,#974370,151,67,112,Pink
Brass,#aea95a,174,169,90,Yellow
Purple (Munsell),#a300a1,163,0,161,Pink
Antique Fuchsia,#966785,150,103,133,Pink
Peridot,#eadf18,234,223,24,Yellow
Golden Brown,#7b690f,123,105,15,Green
Red (Ncs),#c10f31,193,15,49,Red
June Bud,#b7de52,183,222,82,Yellow
Violet (Ryb),#72029e,114,2,158,Purple
Moonstone Blue,#7ea5c4,126,165,196,Blue
Bazaar,#9d6c81,157,108,129,Purple
Aquamarine,#90fee8,144,254,232,Blue
Medium Spring Bud,#c7cc7d,199,204,125,Yellow
Pastel Green,#78e582,120,229,130,Green
Lapis Lazuli,#2a76ad,42,118,173,Blue
Medium Turquoise,#5cccba,92,204,186,Blue
Rose Taupe,#995855,153,88,85,Brown
Medium Slate Blue,#804bee,128,75,238,Purple
Brass,#929f3a,146,159,58,Green
Sandstorm,#f1c844,241,200,68,Yellow
Cadet Blue,#53a3a8,83,163,168,Blue
Dark Tangerine,#f6a41d,246,164,29,Orange
Charcoal,#364247,54,66,71,Grey
French Beige,#a37e4f,163,126,79,Brown
Pastel Brown,#826e67,130,110,103,Brown
Light Salmon Pink,#ef9d94,239,157,148,Orange
Phthalo Green,#0d2c38,13,44,56,Green
Smokey Topaz,#953f3f,149,63,63,Brown
Cherry,#d43666,212,54,102,Pink
Razzmatazz,#db276d,219,39,109,Pink
Lawn Green,#76e527,118,229,39,Green
Medium Slate Blue,#896bea,137,107,234,Purple
Ufo Green,#2df45d,45,244,93,Green
Dark Coral,#c85236,200,82,54,Brown
Pastel Blue,#adb9d4,173,185,212,Blue
Pearl,#d8e3c8,216,227,200,Green
Cerulean Blue,#3064c6,48,100,198,Blue
Heliotrope,#e26fea,226,111,234,Pink
Purple Heart,#76308d,118,48,141,Purple
Deep Lilac,#864ac5,134,74,197,Purple
Brass,#a7ac25,167,172,37,Green
Bright Turquoise,#24f8d2,36,248,210,Blue
Dark Orchid,#8f2fc0,143,47,192,Purple
Wood Brown,#b49e60,180,158,96,Green
Indigo (Web),#4306a1,67,6,161,Blue
Celestial Blue,#459be6,69,155,230,Blue
Fern Green,#5d9853,93,152,83,Green
St. Patrick'S Blue,#1b227f,27,34,127,Blue
Fuchsia (Crayola),#be49bf,190,73,191,Pink
Cadet Blue,#60be9f,96,190,159,Green
Magenta,#f516f0,245,22,240,Pink
Paris Green,#54c379,84,195,121,Green
Electric Purple,#ce29fe,206,41,254,Pink
Stil De Grain Yellow,#f2dc64,242,220,100,Yellow
Lime (Web) (X11 Green),#0df21a,13,242,26,Green
Ruby,#f01d5e,240,29,94,Red
Paris Green,#47d88d,71,216,141,Green
Pastel Purple,#be8ebd,190,142,189,Purple
Mulberry,#c94b7e,201,75,126,Pink
Hunter Green,#366f4e,54,111,78,Green
Pale Gold,#ebc27b,235,194,123,Yellow
Indian Yellow,#e1cc57,225,204,87,Yellow
Persian Red,#c83a37,200,58,55,Orange
Indigo (Web),#4e0b57,78,11,87,Purple
Unmellow Yellow,#f6fd69,246,253,105,Yellow
Malachite,#0ad617,10,214,23,Green
Inchworm,#afe778,175,231,120,Green
Umber,#5f593a,95,89,58,Brown
Copper Red,#cf6856,207,104,86,Orange
Green (Ryb),#73a22b,115,162,43,Green
Lime (Color Wheel),#c2ea13,194,234,19,Yellow
Sea Green,#2c7b50,44,123,80,Green
Rich Electric Blue,#0899cd,8,153,205,Blue
Pastel Pink,#cea0a4,206,160,164,Pink
Kelly Green,#50be1d,80,190,29,Green
Verdigris,#47b2bc,71,178,188,Blue
Lime Green,#28c855,40,200,85,Green
Ash Grey,#b6c3b9,182,195,185,Grey
Red-Brown,#a02928,160,41,40,Red
Palatinate Blue,#3f2ecd,63,46,205,Blue
Denim,#0d60d9,13,96,217,Blue
Purple Heart,#782a95,120,42,149,Purple
French Lilac,#805c93,128,92,147,Purple
Lime Green,#32d239,50,210,57,Green
Dark Pink,#d74b80,215,75,128,Pink
Olive,#7e960d,126,150,13,Green
Sky Blue,#87e7ee,135,231,238,Blue
Hansa Yellow,#eccd70,236,205,112,Yellow
Cardinal,#bf192f,191,25,47,Red
Copper Red,#bc6d5b,188,109,91,Orange
Pale Aqua,#b7bae7,183,186,231,Blue
Violet-Blue,#3360b4,51,96,180,Blue
Sand,#bfaa80,191,170,128,Grey
Kelly Green,#4acf00,74,207,0,Green
Electric Ultramarine,#4c05c9,76,5,201,Blue
Chinese Red,#9f3114,159,49,20,Brown
Peach (Crayola),#f8caa2,248,202,162,Orange
Purple Heart,#653bab,101,59,171,Purple
Magenta (Dye),#a7227e,167,34,126,Pink
Amethyst,#9d65de,157,101,222,Purple
Pale Aqua,#c2dfe4,194,223,228,Blue
Persian Pink,#fd7eb5,253,126,181,Pink
Sap Green,#567a18,86,122,24,Green
Byzantine,#ab30b0,171,48,176,Purple
Turquoise Green,#a8dbbf,168,219,191,Green
Baby Blue,#80e5f2,128,229,242,Blue
Byzantium,#7a2781,122,39,129,Purple
Prune,#671617,103,22,23,Brown
Ultramarine Blue,#3c63f3,60,99,243,Blue
Peru,#c3833e,195,131,62,Orange
Zinnwaldite Brown,#331a09,51,26,9,Brown
Catalina Blue,#031b7b,3,27,123,Blue
Inchworm,#87f15b,135,241,91,Green
Royal Fuchsia,#bf2d8e,191,45,142,Pink
Lime Green,#1ae136,26,225,54,Green
Lavender Rose,#f7a1e2,247,161,226,Pink
Indigo (Web),#4707b7,71,7,183,Blue
Plum (Traditional),#96409f,150,64,159,Purple
Chocolate (Traditional),#815706,129,87,6,Brown
Straw,#dbd47a,219,212,122,Yellow
Hot Magenta,#f019de,240,25,222,Pink
Silver,#c0bfbe,192,191,190,Grey
Neon Carrot,#f79548,247,149,72,Orange
Neon Green,#2ff30f,47,243,15,Green
Medium Blue,#3201c8,50,1,200,Blue
Plum (Web),#e88ed6,232,142,214,Pink
Palatinate Blue,#1d53e1,29,83,225,Blue
Neon Green,#45f44a,69,244,74,Green
French Rose,#f3438e,243,67,142,Pink
Pale Blue,#a4f0e5,164,240,229,Blue
Persian Blue,#4730ba,71,48,186,Blue
Dark Scarlet,#5f0319,95,3,25,Brown
Zinnwaldite Brown,#272f0a,39,47,10,Green
Persian Green,#03a49d,3,164,157,Blue
Radical Red,#f92256,249,34,86,Red
Ginger,#b45b04,180,91,4,Orange
Han Purple,#4416e2,68,22,226,Blue
Light Pastel Purple,#aa9edc,170,158,220,Purple
Han Blue,#266dd7,38,109,215,Blue
Tea Green,#d1f196,209,241,150,Yellow
Avocado,#48a006,72,160,6,Green
Bright Turquoise,#28f8de,40,248,222,Blue
Cornflower Blue,#7286ec,114,134,236,Purple
Pale Copper,#e08c6b,224,140,107,Orange
Mountbatten Pink,#917b87,145,123,135,Grey
Purple (Html/Css),#7b0165,123,1,101,Purple
Sandstorm,#f6cf48,246,207,72,Yellow
St. Patrick'S Blue,#252178,37,33,120,Blue
Green-Yellow,#a4ee1e,164,238,30,Green
Teal Blue,#46778c,70,119,140,Blue
Dark Scarlet,#450526,69,5,38,Brown
Field Drab,#7b5a23,123,90,35,Brown
Blue (Ryb),#0b5aec,11,90,236,Blue
Malachite,#09ee37,9,238,55,Green
Caput Mortuum,#571e1c,87,30,28,Brown
Dark Orchid,#c931cd,201,49,205,Pink
Feldgrau,#4b5152,75,81,82,Grey
Ufo Green,#26e173,38,225,115,Green
Pale Copper,#e18673,225,134,115,Orange
Avocado,#5d930a,93,147,10,Green
Veronica,#a51be1,165,27,225,Purple
Mountain Meadow,#339f97,51,159,151,Blue
Up Maroon,#6c110a,108,17,10,Brown
Debian Red,#d10a5f,209,10,95,Pink
Wood Brown,#c09e69,192,158,105,Brown
Red-Violet,#aa0f95,170,15,149,Purple
Turquoise,#25e2b9,37,226,185,Green
Paris Green,#54ce6e,84,206,110,Green
Light Gray,#d6d1ca,214,209,202,Grey
Citrine,#e0da1c,224,218,28,Yellow
Lapis Lazuli,#278c9b,39,140,155,Blue
Sky Magenta,#d05ab2,208,90,178,Pink
Persian Indigo,#2e014d,46,1,77,Purple
Spring Green,#0fed83,15,237,131,Green
India Green,#1aa814,26,168,20,Green
Celadon Green,#2c8f94,44,143,148,Blue
Teal Blue,#386f82,56,111,130,Blue
Phthalo Green,#12390f,18,57,15,Green
Camouflage Green,#7e8266,126,130,102,Grey
Dark Orchid,#951ec0,149,30,192,Pink
Opera Mauve,#b27fb6,178,127,182,Pink
Rich Brilliant Lavender,#f2aaf8,242,170,248,Pink
June Bud,#b5d662,181,214,98,Yellow
Asparagus,#7e9e7b,126,158,123,Green
Sacramento State Green,#0d5942,13,89,66,Green
Iris,#5e3cc3,94,60,195,Purple
Deep Tuscan Red,#66446d,102,68,109,Purple
Periwinkle,#c8ddfe,200,221,254,Blue
Gray-Asparagus,#485b34,72,91,52,Green
Byzantium,#7d2568,125,37,104,Purple
Pear,#ccce20,204,206,32,Yellow
Ube,#917cc6,145,124,198,Purple
Medium Blue,#1403dc,20,3,220,Blue
Maya Blue,#67c6f8,103,198,248,Blue
Turquoise,#23d7e4,35,215,228,Blue
Lime Green,#27c506,39,197,6,Green
Field Drab,#68721c,104,114,28,Green
Razzle Dazzle Rose,#e52fd1,229,47,209,Pink
Pastel Green,#6fe57b,111,229,123,Green
Maya Blue,#4bc0fe,75,192,254,Blue
Blue Sapphire,#125868,18,88,104,Blue
Napier Green,#35a100,53,161,0,Green
Dark Gray,#aeafb1,174,175,177,Grey
China Rose,#a85073,168,80,115,Pink
Violet (Ryb),#7c19c1,124,25,193,Purple
Dark Midnight Blue,#063968,6,57,104,Blue
Deep Cerise,#d4398d,212,57,141,Pink
Zaffre,#1818ac,24,24,172,Blue
Lust,#e63514,230,53,20,Orange
Pale Spring Bud,#ecfab2,236,250,178,Yellow
Limerick,#88d616,136,214,22,Green
Deep Lilac,#915ac5,145,90,197,Purple
Turquoise,#1cdcbf,28,220,191,Blue
Bright Green,#63fa2f,99,250,47,Green
Lavender Indigo,#9847f1,152,71,241,Purple
Light Gray,#d3d3d9,211,211,217,Grey
Deep Lilac,#9e599f,158,89,159,Purple
Persian Pink,#ec73bd,236,115,189,Pink
Dark Goldenrod,#bd8f01,189,143,1,Yellow
Green (Pigment),#07b64b,7,182,75,Green
Pumpkin,#f16816,241,104,22,Orange
Pale Aqua,#bec8eb,190,200,235,Blue
Dark Pastel Purple,#8d6bd5,141,107,213,Purple
Purple (Html/Css),#790673,121,6,115,Purple
Palatinate Blue,#2a40f6,42,64,246,Blue
Phthalo Green,#0d3528,13,53,40,Green
Copper,#b57544,181,117,68,Orange
Medium Turquoise,#64cac2,100,202,194,Blue
Green (Ryb),#4fa32f,79,163,47,Green
Ceil,#9a9ee7,154,158,231,Purple
Apple Green,#89bc21,137,188,33,Green
Han Purple,#5135f3,81,53,243,Blue
Screamin' Green,#68fc83,104,252,131,Green
Mellow Yellow,#feea81,254,234,129,Yellow
Utah Crimson,#d10a37,209,10,55,Red
Bright Lavender,#ad8ef1,173,142,241,Purple
Tumbleweed,#e0ab8e,224,171,142,Orange
Air Superiority Blue,#7aa1c2,122,161,194,Blue
Boysenberry,#913365,145,51,101,Purple
Medium Spring Bud,#caf371,202,243,113,Yellow
Turquoise Green,#a0d38b,160,211,139,Green
Persian Green,#00b58d,0,181,141,Green
Vivid Violet,#a608f1,166,8,241,Purple
Pastel Magenta,#fb96c8,251,150,200,Pink
Jasper,#d83a3e,216,58,62,Red
Dark Lavender,#72468f,114,70,143,Purple
Fuchsia (Crayola),#bf37c0,191,55,192,Pink
Blond,#f7fbb8,247,251,184,Yellow
Light Red Ochre,#eb754d,235,117,77,Orange
Cornell Red,#af111f,175,17,31,Red
Turquoise,#27decb,39,222,203,Blue
Violet (Web),#f15eef,241,94,239,Pink
Violet (Color Wheel),#850bf0,133,11,240,Purple
Feldgrau,#3d6353,61,99,83,Green
Han Purple,#6924f0,105,36,240,Blue
Cerulean Frost,#6898ae,104,152,174,Blue
Razzle Dazzle Rose,#d831d5,216,49,213,Pink
Carmine Pink,#ec4f39,236,79,57,Orange
Green (Ryb),#64a713,100,167,19,Green
Caribbean Green,#0ddfa6,13,223,166,Green
Palatinate Purple,#6e2557,110,37,87,Purple
Kelly Green,#4fd709,79,215,9,Green
Ube,#8686cf,134,134,207,Blue
Tiffany Blue,#01c2b1,1,194,177,Green
Green (Ryb),#7cb045,124,176,69,Green
Hollywood Cerise,#f605a8,246,5,168,Pink
Medium Sea Green,#32b054,50,176,84,Green
Byzantine,#af17a9,175,23,169,Purple
Blue (Crayola),#317afb,49,122,251,Blue
Ceil,#998fda,153,143,218,Purple
Turquoise,#3de4c0,61,228,192,Blue
Denim,#1b69c7,27,105,199,Blue
Rust,#b5410b,181,65,11,Brown
Raspberry Pink,#e3519d,227,81,157,Pink
Medium Spring Bud,#d5da80,213,218,128,Yellow
Burnt Umber,#87342a,135,52,42,Brown
Blue-Green,#0c96c2,12,150,194,Blue
Ufo Green,#39d382,57,211,130,Green
Green (Ryb),#6fa92f,111,169,47,Green
Sand,#c6b886,198,184,134,Yellow
Asparagus,#7aab68,122,171,104,Green
Olivine,#98bc5e,152,188,94,Green
Rose Pink,#e659cb,230,89,203,Pink
Purple Mountain Majesty,#a179c2,161,121,194,Purple
Medium Turquoise,#48e2ed,72,226,237,Blue
True Blue,#0275cb,2,117,203,Blue
Ginger,#a56501,165,101,1,Orange
Light Brown,#ab791d,171,121,29,Brown
Msu Green,#174c3e,23,76,62,Green
Blue Bell,#a6a5eb,166,165,235,Purple
Spring Bud,#b2fb16,178,251,22,Yellow
Dark Orchid,#a826c0,168,38,192,Purple
Turkish Rose,#af788d,175,120,141,Pink
Regalia,#5f228b,95,34,139,Purple
Palatinate Purple,#43235a,67,35,90,Purple
Byzantine,#c230b9,194,48,185,Pink
Islamic Green,#01b702,1,183,2,Green
Shadow,#8b7947,139,121,71,Brown
Medium Aquamarine,#71dfbd,113,223,189,Blue
Slate Gray,#7f7893,127,120,147,Purple
Inchworm,#aaec41,170,236,65,Green
Pale Chestnut,#da9bb1,218,155,177,Pink
Purple Taupe,#50403a,80,64,58,Brown
Lavender Indigo,#8f5dfa,143,93,250,Purple
